0.02,0.1797
0.04,0.16685
0.06,0.14406
0.08,0.038713
0.1,0.005043
0.12,0.005431
0.14,0.007047
0.16,0.0070693
0.18,0.0038758
0.2,0.0043125
0.22,0.0038776
0.24,0.0033907
0.26,0.0047332
0.28,0.0042902
0.3,0.0052607
0.32,0.0064889
0.34,0.0077644
0.36,0.0059454
0.38,0.0031239
0.4,0.0080611
0.42,0.0033011
0.44,0.0051477
0.46,0.004255
0.48,0.013884
0.5,0.0063633
0.52,0.0034541
0.54,0.0042281
0.56,0.0036178
0.58,0.0096392
0.6,0.0045245
0.62,0.0030373
0.64,0.0048231
0.66,0.0032571
0.68,0.0050202
0.7,0.0049961
0.72,0.0043889
0.74,0.0043311
0.76,0.004506
0.78,0.0066421
0.8,0.0051496
0.82,0.033613
0.84,0.0030734
0.86,0.006506
0.88,0.0044201
0.9,0.0034581
0.92,0.0073701
0.94,0.004219
0.96,0.0065539
0.98,0.0037753
1,0.0062986
