0.471,0.94872,0.012487
0.97,0.91667,0.01701
1.47,0.95,0.013025
2.47,0.96053,0.011168
4.27,0.9375,0.014264
7.87,0.97222,0.0096836
14.97,0.92568,0.015246
28.47,0.94531,0.014211
56.47,0.91667,0.01701
109.47,0.85714,0.02338
214.47,0.91,0.020236
420.47,0.85185,0.024171
