0.0061564,0.0628
0.0046569,0.1257
0.0046642,0.1885
0.0069799,0.2513
0.007656,0.3142
0.0038088,0.377
0.0048421,0.4398
0.0078685,0.5027
0.014328,0.5655
0.0045887,0.6283
0.003845,0.6912
0.025498,0.754
0.036401,0.8168
0.0035976,0.8796
0.0066011,0.9425
0.0047304,1.0053
0.0074768,1.0681
0.0048459,1.131
0.0050879,1.1938
0.0028449,1.2566
0.0055598,1.3195
0.0037058,1.3823
0.0048482,1.4451
0.0030606,1.508
0.064803,1.5708
0.0064147,1.6336
0.0050204,1.6965
0.0051974,1.7593
0.0068179,1.8221
0.0042431,1.885
0.0065546,1.9478
0.0039006,2.0106
0.0040566,2.0735
0.0037286,2.1363
0.0051484,2.1991
0.0045248,2.2619
0.004746,2.3248
0.014577,2.3876
0.0038948,2.4504
0.0032782,2.5133
0.0053144,2.5761
0.0022161,2.6389
0.0057559,2.7018
0.0041228,2.7646
0.0060381,2.8274
0.0029086,2.8903
0.0050982,2.9531
0.0054681,3.0159
0.005361,3.0788
0.06606,3.1416
