0.0069093,0.0628
0.013187,0.1257
0.0092498,0.1885
0.0091861,0.2513
0.0087881,0.3142
0.0069684,0.377
0.0068241,0.4398
0.0063779,0.5027
0.007634,0.5655
0.0099879,0.6283
0.0092129,0.6912
0.017926,0.754
0.023087,0.8168
0.0095947,0.8796
0.0063637,0.9425
0.0075876,1.0053
0.0088502,1.0681
0.011158,1.131
0.0077893,1.1938
0.010287,1.2566
0.010764,1.3195
0.0065684,1.3823
0.0096865,1.4451
0.0060526,1.508
0.05433,1.5708
0.011549,1.6336
0.0070917,1.6965
0.0074616,1.7593
0.0088953,1.8221
0.0064572,1.885
0.0074654,1.9478
0.0071008,2.0106
0.0055951,2.0735
0.010181,2.1363
0.0073728,2.1991
0.0064781,2.2619
0.0077611,2.3248
0.0099054,2.3876
0.0098272,2.4504
0.0075309,2.5133
0.0095858,2.5761
0.00798,2.6389
0.0055579,2.7018
0.0074547,2.7646
0.0066145,2.8274
0.010804,2.8903
0.0055603,2.9531
0.0094453,3.0159
0.0090413,3.0788
0.046628,3.1416
