0.0065889,0.0628
0.005336,0.1257
0.0089109,0.1885
0.0057386,0.2513
0.0049178,0.3142
0.0066261,0.377
0.0036349,0.4398
0.0088587,0.5027
0.0071204,0.5655
0.0064372,0.6283
0.0067694,0.6912
0.022094,0.754
0.026179,0.8168
0.0071993,0.8796
0.0075741,0.9425
0.0087305,1.0053
0.0072779,1.0681
0.0056951,1.131
0.0074605,1.1938
0.0063668,1.2566
0.0081336,1.3195
0.0057751,1.3823
0.0040454,1.4451
0.0064952,1.508
0.064407,1.5708
0.0074319,1.6336
0.0042579,1.6965
0.0068819,1.7593
0.0065063,1.8221
0.0072413,1.885
0.003961,1.9478
0.004954,2.0106
0.0064744,2.0735
0.005365,2.1363
0.0049361,2.1991
0.0071669,2.2619
0.0079482,2.3248
0.01329,2.3876
0.0034047,2.4504
0.0037307,2.5133
0.0080291,2.5761
0.0044993,2.6389
0.0060269,2.7018
0.0083195,2.7646
0.0087808,2.8274
0.0053906,2.8903
0.0058683,2.9531
0.0079474,3.0159
0.0075938,3.0788
0.061458,3.1416
